#Source de ce jeu de données : https://coronavirus.politologue.com - Les données proposées dans ce fichier sont une compilation des données proposées par le CSSE (The Johns Hopkins University) https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6;;;;;;;;;
#Les données de ce fichier sont celles qui sont produites pour générer les graphiques sur https: //coronavirus.politologue.com;;;;;;;;;
#Vous pouvez utiliser ces données sans problème et une référence à https://coronavirus.politologue.com sera appréciable;;;;;;;;;
-----------------------------------------------;;;;;;;;;
#Certains ne respectent pas la demande de ne pas récupérer trop souvent le fichier pour préserver le serveur (cela ne sert à rien de récupérer toutes les 3 min), le fichier présente désormais les 30 derniers jours seulement;;;;;;;;;
#Si vous souhaitez avoir accès à l'ensemble, contactez moi, je n'ai pas le temps de faire la chasse à ceux qui ne respectent pas une certaine éthique, alors je fais en sorte de préserver mes ressources;;;;;;;;;
-----------------------------------------------;;;;;;;;;
Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection;Latitude;Longitude
19/12/2020;Maroc;415226;6909;375623;1.66;90.46;7.87;;
19/12/2020;Libye;93772;1346;63886;1.44;68.13;30.44;;
19/12/2020;Lettonie;30297;427;20534;1.41;67.78;30.81;;
19/12/2020;Luxembourg;43728;434;35237;0.99;80.58;18.43;;
19/12/2020;Lituanie;109429;1005;50587;0.92;46.23;52.85;;
19/12/2020;Lesotho;2546;48;1445;1.89;56.76;41.36;;
19/12/2020;Libéria;1779;83;1406;4.67;79.03;16.30;;
19/12/2020;Sri Lanka;36667;171;27552;0.47;75.14;24.39;;
19/12/2020;Liechtenstein;1711;25;1424;1.46;83.23;15.31;;
19/12/2020;Sainte-Lucie;282;5;253;1.77;89.72;8.51;;
19/12/2020;Liban;156570;1270;110535;0.81;70.60;28.59;;
19/12/2020;Laos;41;0;36;0.00;87.80;12.20;;
19/12/2020;Kazakhstan;190969;2621;162959;1.37;85.33;13.29;;
19/12/2020;Koweït;147775;918;143641;0.62;97.20;2.18;;
19/12/2020;Corée du Sud;49665;674;34722;1.36;69.91;28.73;;
19/12/2020;Saint-Kitts-et-Nevis;30;0;24;0.00;80.00;20.00;;
19/12/2020;Comores;643;7;610;1.09;94.87;4.04;;
19/12/2020;Cambodge;362;0;345;0.00;95.30;4.70;;
19/12/2020;Kirghizistan;78911;1328;72459;1.68;91.82;6.49;;
19/12/2020;Kenya;94151;1633;75559;1.73;80.25;18.01;;
19/12/2020;Japon;196815;2749;163152;1.40;82.90;15.71;;
19/12/2020;Jordanie;272797;3545;239126;1.30;87.66;11.04;;
19/12/2020;Jamaïque;12135;285;8812;2.35;72.62;25.04;;
19/12/2020;Italie;1938083;68447;1249470;3.53;64.47;32.00;;
19/12/2020;Islande;5621;28;5467;0.50;97.26;2.24;;
19/12/2020;Iran;1152072;53448;875943;4.64;76.03;19.33;;
19/12/2020;Iraq;583118;12680;519005;2.17;89.01;8.82;;
19/12/2020;Inde;10031223;145477;9580402;1.45;95.51;3.04;;
19/12/2020;Israël;372886;3074;345590;0.82;92.68;6.50;;
19/12/2020;Irlande;78776;2154;23364;2.73;29.66;67.61;;
19/12/2020;Indonésie;657948;19659;536260;2.99;81.50;15.51;;
19/12/2020;Hongrie;300022;7914;93323;2.64;31.11;66.26;;
19/12/2020;Haïti;9674;234;8336;2.42;86.17;11.41;;
19/12/2020;Croatie;192987;3101;169768;1.61;87.97;10.42;;
19/12/2020;Honduras;116212;3023;54002;2.60;46.47;50.93;;
19/12/2020;Hong-Kong;8078;129;6737;1.60;83.40;15.00;;
19/12/2020;Guyana;6105;159;5305;2.60;86.90;10.50;;
19/12/2020;Guinée-Bissau;2447;44;2378;1.80;97.18;1.02;;
19/12/2020;Guatemala;132595;4624;120715;3.49;91.04;5.47;;
19/12/2020;Grèce;130485;4102;93764;3.14;71.86;25.00;;
19/12/2020;Guinée Équatoriale;5214;85;5064;1.63;97.12;1.25;;
19/12/2020;Guadeloupe;8498;154;2242;1.81;26.38;71.81;;
19/12/2020;Guinée;13532;80;12905;0.59;95.37;4.04;;
19/12/2020;Gambie;3786;123;3656;3.25;96.57;0.18;;
19/12/2020;Gibraltar;1211;6;1058;0.50;87.37;12.14;;
19/12/2020;Ghana;53653;331;52331;0.62;97.54;1.85;;
19/12/2020;Guyane Française;12281;71;9995;0.58;81.39;18.04;;
19/12/2020;Géorgie;206907;2055;175842;0.99;84.99;14.02;;
19/12/2020;Grenade;94;0;41;0.00;43.62;56.38;;
19/12/2020;Royaume-Uni;2008866;67171;3296;3.34;0.16;96.49;;
19/12/2020;Gabon;9400;64;9254;0.68;98.45;0.87;;
19/12/2020;France;2562037;60418;183571;2.36;7.17;90.48;;
19/12/2020;Îles Féroé;539;0;516;0.00;95.73;4.27;;
19/12/2020;Fidji;46;2;42;4.35;91.30;4.35;;
19/12/2020;Finlande;32853;489;22500;1.49;68.49;30.02;;
19/12/2020;Éthiopie;119494;1846;102153;1.54;85.49;12.97;;
19/12/2020;Espagne;1797236;48926;150376;2.72;8.37;88.91;;
19/12/2020;Érythrée;754;0;580;0.00;76.92;23.08;;
19/12/2020;Égypte;124891;7069;106481;5.66;85.26;9.08;;
19/12/2020;Estonie;21219;170;13488;0.80;63.57;35.63;;
19/12/2020;Équateur;205920;13948;177951;6.77;86.42;6.81;;
19/12/2020;Algérie;94781;2659;62869;2.81;66.33;30.86;;
19/12/2020;République Dominicaine;159064;2382;123284;1.50;77.51;21.00;;
19/12/2020;Dominique;88;0;83;0.00;94.32;5.68;;
19/12/2020;Danemark;131625;1019;89589;0.77;68.06;31.16;;
19/12/2020;Djibouti;5781;61;5649;1.06;97.72;1.23;;
19/12/2020;Allemagne;1508518;26171;1107115;1.73;73.39;24.87;;
19/12/2020;République Tchèque;618836;10271;531622;1.66;85.91;12.43;;
19/12/2020;Chypre;17476;89;2057;0.51;11.77;87.72;;
19/12/2020;Cap-vert;11567;111;11215;0.96;96.96;2.08;;
19/12/2020;Cuba;10024;137;8976;1.37;89.55;9.09;;
19/12/2020;Costa Rica;157472;1996;125488;1.27;79.69;19.04;;
19/12/2020;Colombie;1496062;40268;1362543;2.69;91.08;6.23;;
19/12/2020;Chine;86829;4634;81883;5.34;94.30;0.36;;
19/12/2020;Cameroun;25724;445;23851;1.73;92.72;5.55;;
19/12/2020;Chili;583355;16101;554333;2.76;95.02;2.21;;
19/12/2020;Côte d'Ivoire;21890;133;21451;0.61;97.99;1.40;;
19/12/2020;Congo (Brazzaville);6200;100;4988;1.61;80.45;17.94;;
19/12/2020;Suisse;403989;6602;311500;1.63;77.11;21.26;;
19/12/2020;République Centrafricaine;4936;63;1924;1.28;38.98;59.74;;
19/12/2020;Rép. Dém. du Congo;15397;369;13310;2.40;86.45;11.16;;
19/12/2020;Canada;505741;14171;416901;2.80;82.43;14.76;;
19/12/2020;Belize;9791;213;4779;2.18;48.81;49.01;;
19/12/2020;Bélarus;171579;1316;149353;0.77;87.05;12.19;;
19/12/2020;Botswana;13014;38;10535;0.29;80.95;18.76;;
19/12/2020;Bhoutan;443;0;423;0.00;95.49;4.51;;
19/12/2020;Bahamas;7733;164;6109;2.12;79.00;18.88;;
19/12/2020;Brésil;7213155;186356;6388938;2.58;88.57;8.84;;
19/12/2020;Bolivie;149770;9035;127815;6.03;85.34;8.63;;
19/12/2020;Brunéi Darussalam;152;3;149;1.97;98.03;0.00;;
19/12/2020;Saint Barthélemy;175;1;161;0.57;92.00;7.43;;
19/12/2020;Bénin;3152;44;2972;1.40;94.29;4.31;;
19/12/2020;Burundi;761;2;687;0.26;90.28;9.46;;
19/12/2020;Bahreïn;90062;349;88178;0.39;97.91;1.70;;
19/12/2020;Bulgarie;191029;6551;98026;3.43;51.31;45.26;;
19/12/2020;Burkina Faso;4954;74;3504;1.49;70.73;27.78;;
19/12/2020;Belgique;623760;18545;0;2.97;0.00;97.03;;
19/12/2020;Bangladesh;499560;7242;435601;1.45;87.20;11.35;;
19/12/2020;Barbade;307;7;280;2.28;91.21;6.51;;
19/12/2020;Bosnie-Herzégovine;105524;3625;70620;3.44;66.92;29.64;;
19/12/2020;Azerbaïdjan;199127;2175;135462;1.09;68.03;30.88;;
19/12/2020;Australie;28168;908;25704;3.22;91.25;5.52;;
19/12/2020;Autriche;337209;5209;300611;1.54;89.15;9.31;;
19/12/2020;Argentine;1537169;41763;1362617;2.72;88.64;8.64;;
19/12/2020;Angola;16626;386;9518;2.32;57.25;40.43;;
19/12/2020;Arménie;153173;2616;131931;1.71;86.13;12.16;;
19/12/2020;Albanie;52542;1074;27831;2.04;52.97;44.99;;
19/12/2020;Antigua-et-Barbuda;152;5;141;3.29;92.76;3.95;;
19/12/2020;Afghanistan;49681;2047;38613;4.12;77.72;18.16;;
19/12/2020;Émirats Arabes Unis;192404;634;168129;0.33;87.38;12.29;;
19/12/2020;Andorre;7560;80;6963;1.06;92.10;6.84;;
18/12/2020;Andorre;7519;80;6919;1.06;92.02;6.92;;
18/12/2020;Émirats Arabes Unis;191150;630;167306;0.33;87.53;12.14;;
18/12/2020;Afghanistan;49621;2030;38540;4.09;77.67;18.24;;
18/12/2020;Antigua-et-Barbuda;152;5;141;3.29;92.76;3.95;;
18/12/2020;Albanie;52004;1066;27426;2.05;52.74;45.21;;
18/12/2020;Arménie;152253;2596;131213;1.71;86.18;12.11;;
18/12/2020;Angola;16562;384;9345;2.32;56.42;41.26;;
18/12/2020;Argentine;1531374;41672;1356755;2.72;88.60;8.68;;
18/12/2020;Autriche;334913;5127;297424;1.53;88.81;9.66;;
18/12/2020;Australie;28126;908;25700;3.23;91.37;5.40;;
18/12/2020;Azerbaïdjan;195422;2133;131252;1.09;67.16;31.75;;
18/12/2020;Bosnie-Herzégovine;104881;3583;70249;3.42;66.98;29.60;;
18/12/2020;Barbade;307;7;280;2.28;91.21;6.51;;
18/12/2020;Bangladesh;498293;7217;433614;1.45;87.02;11.53;;
18/12/2020;Belgique;621039;18455;0;2.97;0.00;97.03;;
18/12/2020;Burkina Faso;4832;74;3403;1.53;70.43;28.04;;
18/12/2020;Bulgarie;190027;6496;96622;3.42;50.85;45.74;;
18/12/2020;Bahreïn;89883;349;88003;0.39;97.91;1.70;;
18/12/2020;Burundi;751;1;640;0.13;85.22;14.65;;
18/12/2020;Bénin;3152;44;2972;1.40;94.29;4.31;;
18/12/2020;Saint Barthélemy;175;1;161;0.57;92.00;7.43;;
18/12/2020;Brunéi Darussalam;152;3;148;1.97;97.37;0.66;;
18/12/2020;Bolivie;149149;9033;127540;6.06;85.51;8.43;;
18/12/2020;Brésil;7162978;185650;6322955;2.59;88.27;9.14;;
18/12/2020;Bahamas;7733;164;6109;2.12;79.00;18.88;;
18/12/2020;Bhoutan;443;0;422;0.00;95.26;4.74;;
18/12/2020;Botswana;13014;38;10535;0.29;80.95;18.76;;
18/12/2020;Bélarus;169648;1308;147316;0.77;86.84;12.39;;
18/12/2020;Belize;9791;213;4779;2.18;48.81;49.01;;
18/12/2020;Canada;499282;14055;410988;2.82;82.32;14.87;;
18/12/2020;Rép. Dém. du Congo;15089;366;13010;2.43;86.22;11.35;;
18/12/2020;République Centrafricaine;4936;63;1924;1.28;38.98;59.74;;
18/12/2020;Suisse;403989;6561;311500;1.62;77.11;21.27;;
18/12/2020;Congo (Brazzaville);6200;100;4988;1.61;80.45;17.94;;
18/12/2020;Côte d'Ivoire;21845;133;21420;0.61;98.05;1.34;;
18/12/2020;Chili;581135;16051;552289;2.76;95.04;2.20;;
18/12/2020;Cameroun;25472;445;23851;1.75;93.64;4.62;;
18/12/2020;Chine;86806;4634;81864;5.34;94.31;0.35;;
18/12/2020;Colombie;1482072;40019;1354021;2.70;91.36;5.94;;
18/12/2020;Costa Rica;157472;1996;125488;1.27;79.69;19.04;;
18/12/2020;Cuba;9893;137;8912;1.38;90.08;8.53;;
18/12/2020;Cap-vert;11526;110;11164;0.95;96.86;2.19;;
18/12/2020;Chypre;16647;85;2057;0.51;12.36;87.13;;
18/12/2020;République Tchèque;610006;10163;527062;1.67;86.40;11.93;;
18/12/2020;Allemagne;1486839;25754;1095982;1.73;73.71;24.56;;
18/12/2020;Djibouti;5780;61;5641;1.06;97.60;1.35;;
18/12/2020;Danemark;128340;1007;87578;0.78;68.24;30.98;;
18/12/2020;Dominique;88;0;83;0.00;94.32;5.68;;
18/12/2020;République Dominicaine;157929;2376;122406;1.50;77.51;20.99;;
18/12/2020;Algérie;94371;2647;62487;2.80;66.21;30.98;;
18/12/2020;Équateur;205003;13942;177951;6.80;86.80;6.40;;
18/12/2020;Estonie;20658;168;12922;0.81;62.55;36.63;;
18/12/2020;Égypte;124280;7041;106157;5.67;85.42;8.92;;
18/12/2020;Érythrée;741;0;572;0.00;77.19;22.81;;
18/12/2020;Espagne;1797236;48926;150376;2.72;8.37;88.91;;
18/12/2020;Éthiopie;119025;1843;100859;1.55;84.74;13.71;;
18/12/2020;Finlande;32582;489;22500;1.50;69.06;29.44;;
18/12/2020;Fidji;46;2;42;4.35;91.30;4.35;;
18/12/2020;Îles Féroé;534;0;516;0.00;96.63;3.37;;
18/12/2020;France;2544472;60229;182656;2.37;7.18;90.45;;
18/12/2020;Gabon;9400;64;9254;0.68;98.45;0.87;;
18/12/2020;Royaume-Uni;1981644;66634;3210;3.36;0.16;96.48;;
18/12/2020;Grenade;94;0;41;0.00;43.62;56.38;;
18/12/2020;Géorgie;204003;2002;171526;0.98;84.08;14.94;;
18/12/2020;Guyane Française;12163;71;9995;0.58;82.18;17.24;;
18/12/2020;Ghana;53653;331;52331;0.62;97.54;1.85;;
18/12/2020;Gibraltar;1184;6;1054;0.51;89.02;10.47;;
18/12/2020;Gambie;3786;123;3654;3.25;96.51;0.24;;
18/12/2020;Guinée;13511;80;12859;0.59;95.17;4.23;;
18/12/2020;Guadeloupe;8498;152;2242;1.79;26.38;71.83;;
18/12/2020;Guinée Équatoriale;5214;85;5064;1.63;97.12;1.25;;
18/12/2020;Grèce;129584;4044;93764;3.12;72.36;24.52;;
18/12/2020;Guatemala;132062;4589;120257;3.47;91.06;5.46;;
18/12/2020;Guinée-Bissau;2447;44;2378;1.80;97.18;1.02;;
18/12/2020;Guyana;6076;159;5288;2.62;87.03;10.35;;
18/12/2020;Hong-Kong;7969;129;6628;1.62;83.17;15.21;;
18/12/2020;Honduras;116212;3023;54002;2.60;46.47;50.93;;
18/12/2020;Croatie;190235;3023;165915;1.59;87.22;11.20;;
18/12/2020;Haïti;9648;234;8321;2.43;86.25;11.33;;
18/12/2020;Hongrie;295977;7725;89814;2.61;30.34;67.05;;
18/12/2020;Indonésie;650197;19514;531995;3.00;81.82;15.18;;
18/12/2020;Irlande;78254;2149;23364;2.75;29.86;67.40;;
18/12/2020;Israël;370152;3057;344373;0.83;93.04;6.14;;
18/12/2020;Inde;10004599;145136;9550712;1.45;95.46;3.09;;
18/12/2020;Iraq;581811;12670;517091;2.18;88.88;8.95;;
18/12/2020;Iran;1145651;53273;865474;4.65;75.54;19.81;;
18/12/2020;Islande;5604;28;5449;0.50;97.23;2.27;;
18/12/2020;Italie;1921778;67894;1226086;3.53;63.80;32.67;;
18/12/2020;Jamaïque;12039;283;8668;2.35;72.00;25.65;;
18/12/2020;Jordanie;271514;3518;236550;1.30;87.12;11.58;;
18/12/2020;Japon;193753;2709;160630;1.40;82.90;15.70;;
18/12/2020;Kenya;93761;1629;75274;1.74;80.28;17.98;;
18/12/2020;Kirghizistan;78679;1324;72051;1.68;91.58;6.74;;
18/12/2020;Cambodge;362;0;345;0.00;95.30;4.70;;
18/12/2020;Comores;643;7;610;1.09;94.87;4.04;;
18/12/2020;Saint-Kitts-et-Nevis;30;0;24;0.00;80.00;20.00;;
18/12/2020;Corée du Sud;48570;659;34334;1.36;70.69;27.95;;
18/12/2020;Koweït;147531;916;143355;0.62;97.17;2.21;;
18/12/2020;Kazakhstan;190292;2617;162074;1.38;85.17;13.45;;
18/12/2020;Laos;41;0;36;0.00;87.80;12.20;;
18/12/2020;Liban;154944;1259;106712;0.81;68.87;30.32;;
18/12/2020;Sainte-Lucie;280;5;253;1.79;90.36;7.86;;
18/12/2020;Liechtenstein;1676;23;1424;1.37;84.96;13.66;;
18/12/2020;Sri Lanka;36049;165;27061;0.46;75.07;24.48;;
18/12/2020;Libéria;1779;83;1406;4.67;79.03;16.30;;
18/12/2020;Lesotho;2546;48;1445;1.89;56.76;41.36;;
18/12/2020;Lituanie;106210;972;46560;0.92;43.84;55.25;;
18/12/2020;Luxembourg;43728;434;35237;0.99;80.58;18.43;;
18/12/2020;Lettonie;29427;409;19072;1.39;64.81;33.80;;
18/12/2020;Libye;93772;1346;63886;1.44;68.13;30.44;;
18/12/2020;Maroc;412393;6854;372725;1.66;90.38;7.96;;
18/12/2020;Monaco;715;3;616;0.42;86.15;13.43;;
18/12/2020;Moldavie;133360;2700;115612;2.02;86.69;11.28;;
18/12/2020;Montenegro;43390;620;33491;1.43;77.19;21.39;;
18/12/2020;Saint Martin;918;12;780;1.31;84.97;13.73;;
18/12/2020;Îles Marshall;4;0;4;0.00;100.00;0.00;;
18/12/2020;Madagascar;17587;259;16992;1.47;96.62;1.91;;
18/12/2020;Macédoine;77134;2254;52949;2.92;68.65;28.43;;
18/12/2020;Mali;6120;215;3771;3.51;61.62;34.87;;
18/12/2020;Birmanie;114198;2398;92916;2.10;81.36;16.54;;
18/12/2020;Mongolie;953;0;509;0.00;53.41;46.59;;
18/12/2020;Macao;46;0;46;0.00;100.00;0.00;;
18/12/2020;Martinique;5601;42;98;0.75;1.75;97.50;;
18/12/2020;Mauritanie;12046;264;8426;2.19;69.95;27.86;;
18/12/2020;Malte;11569;183;9780;1.58;84.54;13.88;;
18/12/2020;Maurice;524;10;489;1.91;93.32;4.77;;
18/12/2020;Maldives;13444;48;12836;0.36;95.48;4.17;;
18/12/2020;Malawi;6148;187;5662;3.04;92.09;4.86;;
18/12/2020;Mexique;1301546;117249;962397;9.01;73.94;17.05;;
18/12/2020;Malaisie;90816;432;75244;0.48;82.85;16.67;;
18/12/2020;Mozambique;17338;146;15365;0.84;88.62;10.54;;
18/12/2020;Namibie;18041;169;15626;0.94;86.61;12.45;;
18/12/2020;Nouvelle-Calédonie;37;0;35;0.00;94.59;5.41;;
18/12/2020;Niger;2560;85;1377;3.32;53.79;42.89;;
18/12/2020;Nigéria;77013;1212;67484;1.57;87.63;10.80;;
18/12/2020;Nicaragua;5938;163;4225;2.75;71.15;26.10;;
18/12/2020;Pays-Bas;674967;10492;8461;1.55;1.25;97.19;;
18/12/2020;Népal;252474;1765;241392;0.70;95.61;3.69;;
18/12/2020;Norvège;43207;404;17998;0.94;41.66;57.41;;
18/12/2020;Nouvelle-Zélande;2110;25;2034;1.18;96.40;2.42;;
18/12/2020;Oman;127019;1483;119009;1.17;93.69;5.14;;
18/12/2020;Panama;206310;3504;170170;1.70;82.48;15.82;;
18/12/2020;Pérou;989457;36858;928219;3.73;93.81;2.46;;
18/12/2020;Polynésie Française;16182;103;4842;0.64;29.92;69.44;;
18/12/2020;Papouasie-Nouvelle-Guinée;760;8;601;1.05;79.08;19.87;;
18/12/2020;Philippines;456562;8875;420666;1.94;92.14;5.92;;
18/12/2020;Pakistan;454673;9250;404501;2.03;88.97;9.00;;
18/12/2020;Pologne;1182864;24771;915576;2.09;77.40;20.50;;
18/12/2020;Palestine;119612;1097;94556;0.92;79.05;20.03;;
18/12/2020;Portugal;366952;5977;290690;1.63;79.22;19.15;;
18/12/2020;Paraguay;98296;2050;70101;2.09;71.32;26.60;;
18/12/2020;Qatar;141716;242;139384;0.17;98.35;1.47;;
18/12/2020;Réunion;8588;42;8219;0.49;95.70;3.81;;
18/12/2020;Roumanie;582786;14157;484948;2.43;83.21;14.36;;
18/12/2020;Serbie;292640;2580;0;0.88;0.00;99.12;;
18/12/2020;Russie;2764843;49170;2207398;1.78;79.84;18.38;;
18/12/2020;Rwanda;7105;57;6089;0.80;85.70;13.50;;
18/12/2020;Arabie Saoudite;360690;6101;351573;1.69;97.47;0.84;;
18/12/2020;Îles Salomon;17;0;5;0.00;29.41;70.59;;
18/12/2020;Seychelles;202;0;184;0.00;91.09;8.91;;
18/12/2020;Soudan;22265;1408;12873;6.32;57.82;35.86;;
18/12/2020;Suède;367120;7993;0;2.18;0.00;97.82;;
18/12/2020;Singapour;58386;29;58265;0.05;99.79;0.16;;
18/12/2020;Slovénie;103555;2274;80935;2.20;78.16;19.65;;
18/12/2020;Slovaquie;146124;1440;104560;0.99;71.56;27.46;;
18/12/2020;Saint-Marin;2072;55;1733;2.65;83.64;13.71;;
18/12/2020;Sierra Leone;2486;75;1854;3.02;74.58;22.41;;
18/12/2020;Sénégal;17559;357;16449;2.03;93.68;4.29;;
18/12/2020;Somalie;4662;124;3566;2.66;76.49;20.85;;
18/12/2020;Suriname;5459;117;5249;2.14;96.15;1.70;;
18/12/2020;Soudan du sud;3228;62;3090;1.92;95.72;2.35;;
18/12/2020;Sao Tomé-et-Principe;1011;17;955;1.68;94.46;3.86;;
18/12/2020;El Salvador;42397;1234;38481;2.91;90.76;6.33;;
18/12/2020;Syrie;9928;591;4686;5.95;47.20;46.85;;
18/12/2020;Eswatini;7202;136;6624;1.89;91.97;6.14;;
18/12/2020;Tchad;1839;102;1630;5.55;88.64;5.82;;
18/12/2020;Togo;3350;66;2933;1.97;87.55;10.48;;
18/12/2020;Thaïlande;4331;60;4024;1.39;92.91;5.70;;
18/12/2020;Tadjikistan;12888;89;12333;0.69;95.69;3.62;;
18/12/2020;Timor-Leste;31;0;30;0.00;96.77;3.23;;
18/12/2020;Tunisie;117582;4090;87884;3.48;74.74;21.78;;
18/12/2020;Turquie;1982090;17610;1753552;0.89;88.47;10.64;;
18/12/2020;Trinité-et-Tobago;6955;123;6405;1.77;92.09;6.14;;
18/12/2020;Taïwan;759;7;619;0.92;81.55;17.52;;
18/12/2020;Tanzanie;509;21;183;4.13;35.95;59.92;;
18/12/2020;Ukraine;970758;16848;582457;1.74;60.00;38.26;;
18/12/2020;Ouganda;30071;230;10251;0.76;34.09;65.15;;
18/12/2020;États-Unis;17459296;313610;0;1.80;0.00;98.20;;
18/12/2020;Uruguay;11950;109;7699;0.91;64.43;34.66;;
18/12/2020;Ouzbékistan;75675;612;72961;0.81;96.41;2.78;;
18/12/2020;Vatican;27;0;15;0.00;55.56;44.44;;
18/12/2020;St-Vincent / Grenadines;100;0;82;0.00;82.00;18.00;;
18/12/2020;Venezuela;109395;979;103975;0.89;95.05;4.06;;
18/12/2020;Vanuatu;1;0;1;0.00;100.00;0.00;;
18/12/2020;Viet Nam;1410;35;1266;2.48;89.79;7.73;;
18/12/2020;Samoa;2;0;2;0.00;100.00;0.00;;
18/12/2020;Kosovo;48337;1240;35792;2.57;74.05;23.39;;
18/12/2020;Yémen;2087;606;1384;29.04;66.32;4.65;;
18/12/2020;Mayotte;5616;53;2964;0.94;52.78;46.28;;
18/12/2020;Afrique du Sud;901538;24285;783818;2.69;86.94;10.36;;
18/12/2020;Zambie;18575;373;17729;2.01;95.45;2.55;;
18/12/2020;Zimbabwe;12047;316;9894;2.62;82.13;15.25;;
18/12/2020;Autres;721;15;706;2.08;97.92;0.00;;
17/12/2020;Autres;721;15;706;2.08;97.92;0.00;;
17/12/2020;Zimbabwe;11866;314;9836;2.65;82.89;14.46;;
17/12/2020;Zambie;18504;369;17680;1.99;95.55;2.46;;
17/12/2020;Afrique du Sud;892813;24011;780313;2.69;87.40;9.91;;
17/12/2020;Mayotte;5616;53;2964;0.94;52.78;46.28;;
17/12/2020;Yémen;2087;606;1384;29.04;66.32;4.65;;
17/12/2020;Kosovo;47499;1225;34956;2.58;73.59;23.83;;
17/12/2020;Samoa;2;0;2;0.00;100.00;0.00;;
17/12/2020;Viet Nam;1407;35;1263;2.49;89.77;7.75;;
17/12/2020;Vanuatu;1;0;1;0.00;100.00;0.00;;
17/12/2020;Venezuela;109081;975;103741;0.89;95.10;4.00;;
17/12/2020;St-Vincent / Grenadines;100;0;82;0.00;82.00;18.00;;
17/12/2020;Vatican;27;0;15;0.00;55.56;44.44;;
17/12/2020;Ouzbékistan;75538;612;72810;0.81;96.39;2.80;;
17/12/2020;Uruguay;11436;105;7406;0.92;64.76;34.32;;
17/12/2020;États-Unis;17209587;310789;0;1.81;0.00;98.19;;
17/12/2020;Ouganda;29361;228;10172;0.78;34.64;64.58;;
17/12/2020;Ukraine;957692;16579;569200;1.73;59.43;38.83;;
17/12/2020;Tanzanie;509;21;183;4.13;35.95;59.92;;
17/12/2020;Taïwan;757;7;616;0.92;81.37;17.70;;
17/12/2020;Trinité-et-Tobago;6940;123;6385;1.77;92.00;6.22;;
17/12/2020;Turquie;1955680;17364;1721607;0.89;88.03;11.08;;
17/12/2020;Tunisie;115966;4032;87884;3.48;75.78;20.74;;
17/12/2020;Timor-Leste;31;0;30;0.00;96.77;3.23;;
17/12/2020;Tadjikistan;12852;89;12295;0.69;95.67;3.64;;
17/12/2020;Thaïlande;4297;60;4005;1.40;93.20;5.40;;
17/12/2020;Togo;3330;66;2890;1.98;86.79;11.23;;
17/12/2020;Tchad;1818;102;1626;5.61;89.44;4.95;;
17/12/2020;Eswatini;7093;135;6579;1.90;92.75;5.34;;
17/12/2020;Syrie;9759;571;4616;5.85;47.30;46.85;;
17/12/2020;El Salvador;42397;1227;38481;2.89;90.76;6.34;;
17/12/2020;Sao Tomé-et-Principe;1011;17;955;1.68;94.46;3.86;;
17/12/2020;Soudan du sud;3222;62;3043;1.92;94.44;3.63;;
17/12/2020;Suriname;5428;117;5240;2.16;96.54;1.31;;
17/12/2020;Somalie;4662;124;3566;2.66;76.49;20.85;;
17/12/2020;Sénégal;17451;355;16384;2.03;93.89;4.08;;
17/12/2020;Sierra Leone;2464;75;1854;3.04;75.24;21.71;;
17/12/2020;Saint-Marin;2049;54;1703;2.64;83.11;14.25;;
17/12/2020;Slovaquie;142133;1378;102737;0.97;72.28;26.75;;
17/12/2020;Slovénie;102043;2233;79193;2.19;77.61;20.20;;
17/12/2020;Singapour;58377;29;58252;0.05;99.79;0.16;;
17/12/2020;Suède;357466;7893;0;2.21;0.00;97.79;;
17/12/2020;Soudan;22265;1408;12873;6.32;57.82;35.86;;
17/12/2020;Seychelles;202;0;184;0.00;91.09;8.91;;
17/12/2020;Îles Salomon;17;0;5;0.00;29.41;70.59;;
17/12/2020;Arabie Saoudite;360516;6091;351365;1.69;97.46;0.85;;
17/12/2020;Rwanda;7032;57;6089;0.81;86.59;12.60;;
17/12/2020;Russie;2736727;48568;2181696;1.77;79.72;18.51;;
17/12/2020;Serbie;287730;2529;0;0.88;0.00;99.12;;
17/12/2020;Roumanie;577446;13969;477139;2.42;82.63;14.95;;
17/12/2020;Réunion;8588;42;8037;0.49;93.58;5.93;;
17/12/2020;Qatar;141557;242;139243;0.17;98.37;1.46;;
17/12/2020;Paraguay;97028;2032;69351;2.09;71.48;26.43;;
17/12/2020;Portugal;362616;5902;287028;1.63;79.15;19.22;;
17/12/2020;Palestine;117755;1078;92979;0.92;78.96;20.12;;
17/12/2020;Pologne;1171854;24345;903349;2.08;77.09;20.84;;
17/12/2020;Pakistan;451494;9164;399852;2.03;88.56;9.41;;
17/12/2020;Philippines;454447;8850;419902;1.95;92.40;5.65;;
17/12/2020;Papouasie-Nouvelle-Guinée;760;8;601;1.05;79.08;19.87;;
17/12/2020;Polynésie Française;16118;101;4842;0.63;30.04;69.33;;
17/12/2020;Pérou;989457;36858;924120;3.73;93.40;2.88;;
17/12/2020;Panama;203295;3481;168238;1.71;82.76;15.53;;
17/12/2020;Oman;127019;1483;119009;1.17;93.69;5.14;;
17/12/2020;Nouvelle-Zélande;2110;25;2034;1.18;96.40;2.42;;
17/12/2020;Norvège;42776;404;17998;0.94;42.07;56.98;;
