#Source de ce jeu de données : https://coronavirus.politologue.com - Les données proposées dans ce fichier sont une compilation des données proposées par le CSSE (The Johns Hopkins University) https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6;;;;;;;;;
#Les données de ce fichier sont celles qui sont produites pour générer les graphiques sur https: //coronavirus.politologue.com;;;;;;;;;
#Vous pouvez utiliser ces données sans problème et une référence à https://coronavirus.politologue.com sera appréciable;;;;;;;;;
-----------------------------------------------;;;;;;;;;
#Certains ne respectent pas la demande de ne pas récupérer trop souvent le fichier pour préserver le serveur (cela ne sert à rien de récupérer toutes les 3 min), le fichier présente désormais les 30 derniers jours seulement;;;;;;;;;
#Si vous souhaitez avoir accès à l'ensemble, contactez moi, je n'ai pas le temps de faire la chasse à ceux qui ne respectent pas une certaine éthique, alors je fais en sorte de préserver mes ressources;;;;;;;;;
-----------------------------------------------;;;;;;;;;
Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection;Latitude;Longitude
21/12/2020;Inde;10075116;146111;9636487;1.45;95.65;2.90;;
21/12/2020;Israël;378259;3111;348874;0.82;92.23;6.95;;
21/12/2020;Irlande;80267;2158;23364;2.69;29.11;68.20;;
21/12/2020;Indonésie;671778;20085;546884;2.99;81.41;15.60;;
21/12/2020;Hongrie;305130;8282;102962;2.71;33.74;63.54;;
21/12/2020;Haïti;9763;234;8404;2.40;86.08;11.52;;
21/12/2020;Croatie;195728;3257;176366;1.66;90.11;8.23;;
21/12/2020;Honduras;117190;3034;54304;2.59;46.34;51.07;;
21/12/2020;Hong-Kong;8237;131;6910;1.59;83.89;14.52;;
21/12/2020;Guyana;6171;159;5369;2.58;87.00;10.42;;
21/12/2020;Guinée-Bissau;2447;44;2378;1.80;97.18;1.02;;
21/12/2020;Guatemala;132867;4688;121337;3.53;91.32;5.15;;
21/12/2020;Grèce;131597;4257;93764;3.23;71.25;25.51;;
21/12/2020;Guinée Équatoriale;5231;85;5077;1.62;97.06;1.32;;
21/12/2020;Guadeloupe;8557;155;2242;1.81;26.20;71.99;;
21/12/2020;Guinée;13578;80;13001;0.59;95.75;3.66;;
21/12/2020;Gambie;3786;123;3656;3.25;96.57;0.18;;
21/12/2020;Gibraltar;1282;6;1069;0.47;83.39;16.15;;
21/12/2020;Ghana;53954;333;52675;0.62;97.63;1.75;;
21/12/2020;Guyane Française;12369;71;9995;0.57;80.81;18.62;;
21/12/2020;Géorgie;209462;2140;184668;1.02;88.16;10.82;;
21/12/2020;Grenade;103;0;49;0.00;47.57;52.43;;
21/12/2020;Royaume-Uni;2078396;67712;3317;3.26;0.16;96.58;;
21/12/2020;Gabon;9420;64;9283;0.68;98.55;0.77;;
21/12/2020;France;2580633;60900;184464;2.36;7.15;90.49;;
21/12/2020;Îles Féroé;547;0;518;0.00;94.70;5.30;;
21/12/2020;Fidji;46;2;42;4.35;91.30;4.35;;
21/12/2020;Finlande;33414;506;22500;1.51;67.34;31.15;;
21/12/2020;Éthiopie;120348;1861;103681;1.55;86.15;12.30;;
21/12/2020;Espagne;1819249;49260;150376;2.71;8.27;89.03;;
21/12/2020;Érythrée;807;0;597;0.00;73.98;26.02;;
21/12/2020;Égypte;126273;7130;107162;5.65;84.87;9.49;;
21/12/2020;Estonie;22083;181;13677;0.82;61.93;37.25;;
21/12/2020;Équateur;206329;13949;181618;6.76;88.02;5.22;;
21/12/2020;Algérie;95659;2675;63644;2.80;66.53;30.67;;
21/12/2020;République Dominicaine;161052;2385;124931;1.48;77.57;20.95;;
21/12/2020;Dominique;88;0;83;0.00;94.32;5.68;;
21/12/2020;Danemark;137657;1053;93233;0.76;67.73;31.51;;
21/12/2020;Djibouti;5783;61;5668;1.05;98.01;0.93;;
21/12/2020;Allemagne;1534218;27110;1147943;1.77;74.82;23.41;;
21/12/2020;République Tchèque;627523;10411;534686;1.66;85.21;13.14;;
21/12/2020;Chypre;18004;96;2057;0.53;11.43;88.04;;
21/12/2020;Cap-vert;11600;111;11270;0.96;97.16;1.89;;
21/12/2020;Cuba;10242;137;9126;1.34;89.10;9.56;;
21/12/2020;Costa Rica;159893;2037;126777;1.27;79.29;19.44;;
21/12/2020;Colombie;1518067;40680;1382340;2.68;91.06;6.26;;
21/12/2020;Chine;86867;4634;81905;5.33;94.29;0.38;;
21/12/2020;Cameroun;25849;448;23851;1.73;92.27;6.00;;
21/12/2020;Chili;587993;16197;557913;2.75;94.88;2.36;;
21/12/2020;Côte d'Ivoire;21932;133;21517;0.61;98.11;1.29;;
21/12/2020;Congo (Brazzaville);6200;100;4988;1.61;80.45;17.94;;
21/12/2020;Suisse;413991;6781;311500;1.64;75.24;23.12;;
21/12/2020;République Centrafricaine;4936;63;1924;1.28;38.98;59.74;;
21/12/2020;Rép. Dém. du Congo;15669;370;13660;2.36;87.18;10.46;;
21/12/2020;Canada;519325;14346;429372;2.76;82.68;14.56;;
21/12/2020;Belize;10145;224;8435;2.21;83.14;14.65;;
21/12/2020;Bélarus;175416;1333;152930;0.76;87.18;12.06;;
21/12/2020;Botswana;13622;38;11147;0.28;81.83;17.89;;
21/12/2020;Bhoutan;479;0;430;0.00;89.77;10.23;;
21/12/2020;Bahamas;7765;164;6127;2.11;78.91;18.98;;
21/12/2020;Brésil;7263619;187291;6469310;2.58;89.06;8.36;;
21/12/2020;Bolivie;150385;9043;128308;6.01;85.32;8.67;;
21/12/2020;Brunéi Darussalam;152;3;149;1.97;98.03;0.00;;
21/12/2020;Saint Barthélemy;175;1;161;0.57;92.00;7.43;;
21/12/2020;Bénin;3167;44;3061;1.39;96.65;1.96;;
21/12/2020;Burundi;762;2;687;0.26;90.16;9.58;;
21/12/2020;Bahreïn;90450;350;88542;0.39;97.89;1.72;;
21/12/2020;Bulgarie;192472;6765;102666;3.51;53.34;43.14;;
21/12/2020;Burkina Faso;5301;76;3758;1.43;70.89;27.67;;
21/12/2020;Belgique;626911;18697;0;2.98;0.00;97.02;;
21/12/2020;Bangladesh;502183;7312;439694;1.46;87.56;10.99;;
21/12/2020;Barbade;321;7;281;2.18;87.54;10.28;;
21/12/2020;Bosnie-Herzégovine;106222;3706;71548;3.49;67.36;29.15;;
21/12/2020;Azerbaïdjan;203593;2253;142807;1.11;70.14;28.75;;
21/12/2020;Australie;28219;908;25716;3.22;91.13;5.65;;
21/12/2020;Autriche;340373;5435;305658;1.60;89.80;8.60;;
21/12/2020;Argentine;1547138;41997;1374401;2.71;88.84;8.45;;
21/12/2020;Angola;16686;390;9695;2.34;58.10;39.56;;
21/12/2020;Arménie;154065;2656;133176;1.72;86.44;11.83;;
21/12/2020;Albanie;53425;1098;28752;2.06;53.82;44.13;;
21/12/2020;Antigua-et-Barbuda;153;5;143;3.27;93.46;3.27;;
21/12/2020;Afghanistan;50013;2082;39508;4.16;79.00;16.84;;
21/12/2020;Émirats Arabes Unis;194652;639;169840;0.33;87.25;12.42;;
21/12/2020;Andorre;7602;81;7028;1.07;92.45;6.49;;
20/12/2020;Andorre;7577;81;6997;1.07;92.35;6.59;;
20/12/2020;Émirats Arabes Unis;193575;637;168995;0.33;87.30;12.37;;
20/12/2020;Afghanistan;49817;2067;39006;4.15;78.30;17.55;;
20/12/2020;Antigua-et-Barbuda;153;5;143;3.27;93.46;3.27;;
20/12/2020;Albanie;53003;1088;28121;2.05;53.06;44.89;;
20/12/2020;Arménie;153825;2630;132532;1.71;86.16;12.13;;
20/12/2020;Angola;16644;387;9592;2.33;57.63;40.04;;
20/12/2020;Argentine;1541285;41813;1368346;2.71;88.78;8.51;;
20/12/2020;Autriche;338854;5351;303213;1.58;89.48;8.94;;
20/12/2020;Australie;28198;908;25709;3.22;91.17;5.61;;
20/12/2020;Azerbaïdjan;202088;2210;139779;1.09;69.17;29.74;;
20/12/2020;Bosnie-Herzégovine;105524;3625;70620;3.44;66.92;29.64;;
20/12/2020;Barbade;307;7;280;2.28;91.21;6.51;;
20/12/2020;Bangladesh;500713;7280;437527;1.45;87.38;11.17;;
20/12/2020;Belgique;625930;18626;0;2.98;0.00;97.02;;
20/12/2020;Burkina Faso;5160;76;3659;1.47;70.91;27.62;;
20/12/2020;Bulgarie;191195;6609;99758;3.46;52.18;44.37;;
20/12/2020;Bahreïn;90282;349;88331;0.39;97.84;1.77;;
20/12/2020;Burundi;761;2;687;0.26;90.28;9.46;;
20/12/2020;Bénin;3167;44;3061;1.39;96.65;1.96;;
20/12/2020;Saint Barthélemy;175;1;161;0.57;92.00;7.43;;
20/12/2020;Brunéi Darussalam;152;3;149;1.97;98.03;0.00;;
20/12/2020;Bolivie;150023;9036;127969;6.02;85.30;8.68;;
20/12/2020;Brésil;7238600;186764;6408517;2.58;88.53;8.89;;
20/12/2020;Bahamas;7746;164;6122;2.12;79.03;18.85;;
20/12/2020;Bhoutan;446;0;423;0.00;94.84;5.16;;
20/12/2020;Botswana;13014;38;10535;0.29;80.95;18.76;;
20/12/2020;Bélarus;173523;1324;151635;0.76;87.39;11.85;;
20/12/2020;Belize;9791;213;4779;2.18;48.81;49.01;;
20/12/2020;Canada;511748;14245;422175;2.78;82.50;14.72;;
20/12/2020;Rép. Dém. du Congo;15495;370;13447;2.39;86.78;10.83;;
20/12/2020;République Centrafricaine;4936;63;1924;1.28;38.98;59.74;;
20/12/2020;Suisse;403989;6622;311500;1.64;77.11;21.25;;
20/12/2020;Congo (Brazzaville);6200;100;4988;1.61;80.45;17.94;;
20/12/2020;Côte d'Ivoire;21918;133;21478;0.61;97.99;1.40;;
20/12/2020;Chili;585546;16154;555956;2.76;94.95;2.29;;
20/12/2020;Cameroun;25849;448;23851;1.73;92.27;6.00;;
20/12/2020;Chine;86852;4634;81898;5.34;94.30;0.37;;
20/12/2020;Colombie;1507222;40475;1373332;2.69;91.12;6.20;;
20/12/2020;Costa Rica;157472;1996;125488;1.27;79.69;19.04;;
20/12/2020;Cuba;10127;137;9040;1.35;89.27;9.38;;
20/12/2020;Cap-vert;11579;111;11248;0.96;97.14;1.90;;
20/12/2020;Chypre;17688;91;2057;0.51;11.63;87.86;;
20/12/2020;République Tchèque;624140;10331;533307;1.66;85.45;12.90;;
20/12/2020;Allemagne;1514962;26400;1123725;1.74;74.18;24.08;;
20/12/2020;Djibouti;5781;61;5659;1.06;97.89;1.06;;
20/12/2020;Danemark;134453;1035;91282;0.77;67.89;31.34;;
20/12/2020;Dominique;88;0;83;0.00;94.32;5.68;;
20/12/2020;République Dominicaine;160386;2384;124276;1.49;77.49;21.03;;
20/12/2020;Algérie;95203;2666;63260;2.80;66.45;30.75;;
20/12/2020;Équateur;206257;13948;177951;6.76;86.28;6.96;;
20/12/2020;Estonie;21794;174;13590;0.80;62.36;36.85;;
20/12/2020;Égypte;125555;7098;106817;5.65;85.08;9.27;;
20/12/2020;Érythrée;754;0;580;0.00;76.92;23.08;;
20/12/2020;Espagne;1797236;48926;150376;2.72;8.37;88.91;;
20/12/2020;Éthiopie;119951;1853;102980;1.54;85.85;12.60;;
20/12/2020;Finlande;33162;489;22500;1.47;67.85;30.68;;
20/12/2020;Fidji;46;2;42;4.35;91.30;4.35;;
20/12/2020;Îles Féroé;546;0;518;0.00;94.87;5.13;;
20/12/2020;France;2574836;60549;183806;2.35;7.14;90.51;;
20/12/2020;Gabon;9400;64;9254;0.68;98.45;0.87;;
20/12/2020;Royaume-Uni;2044917;67497;3310;3.30;0.16;96.54;;
20/12/2020;Grenade;103;0;49;0.00;47.57;52.43;;
20/12/2020;Géorgie;208638;2094;180441;1.00;86.49;12.51;;
20/12/2020;Guyane Française;12369;71;9995;0.57;80.81;18.62;;
20/12/2020;Ghana;53653;331;52331;0.62;97.54;1.85;;
20/12/2020;Gibraltar;1244;6;1065;0.48;85.61;13.91;;
20/12/2020;Gambie;3786;123;3656;3.25;96.57;0.18;;
20/12/2020;Guinée;13545;80;12955;0.59;95.64;3.77;;
20/12/2020;Guadeloupe;8557;155;2242;1.81;26.20;71.99;;
20/12/2020;Guinée Équatoriale;5214;85;5064;1.63;97.12;1.25;;
20/12/2020;Grèce;131072;4172;93764;3.18;71.54;25.28;;
20/12/2020;Guatemala;132765;4656;120994;3.51;91.13;5.36;;
20/12/2020;Guinée-Bissau;2447;44;2378;1.80;97.18;1.02;;
20/12/2020;Guyana;6125;159;5319;2.60;86.84;10.56;;
20/12/2020;Hong-Kong;8152;130;6837;1.59;83.87;14.54;;
20/12/2020;Honduras;117022;3027;54267;2.59;46.37;51.04;;
20/12/2020;Croatie;194962;3177;173158;1.63;88.82;9.55;;
20/12/2020;Haïti;9674;234;8336;2.42;86.17;11.41;;
20/12/2020;Hongrie;302989;8099;97443;2.67;32.16;65.17;;
20/12/2020;Indonésie;664930;19880;541811;2.99;81.48;15.53;;
20/12/2020;Irlande;79542;2158;23364;2.71;29.37;67.91;;
20/12/2020;Israël;374760;3099;348107;0.83;92.89;6.29;;
20/12/2020;Inde;10055560;145810;9606111;1.45;95.53;3.02;;
20/12/2020;Iraq;584145;12697;520969;2.17;89.18;8.64;;
20/12/2020;Iran;1158384;53625;885054;4.63;76.40;18.97;;
20/12/2020;Islande;5642;28;5478;0.50;97.09;2.41;;
20/12/2020;Italie;1953185;68799;1261626;3.52;64.59;31.88;;
20/12/2020;Jamaïque;12224;286;8966;2.34;73.35;24.31;;
20/12/2020;Jordanie;274949;3568;243106;1.30;88.42;10.28;;
20/12/2020;Japon;199270;2784;165177;1.40;82.89;15.71;;
20/12/2020;Kenya;94500;1639;75735;1.73;80.14;18.12;;
20/12/2020;Kirghizistan;79254;1331;73005;1.68;92.12;6.21;;
20/12/2020;Cambodge;363;0;345;0.00;95.04;4.96;;
20/12/2020;Comores;666;7;611;1.05;91.74;7.21;;
20/12/2020;Saint-Kitts-et-Nevis;30;0;24;0.00;80.00;20.00;;
20/12/2020;Corée du Sud;50591;698;35155;1.38;69.49;29.13;;
20/12/2020;Koweït;147979;921;143926;0.62;97.26;2.12;;
20/12/2020;Kazakhstan;191650;2622;163834;1.37;85.49;13.15;;
20/12/2020;Laos;41;0;36;0.00;87.80;12.20;;
20/12/2020;Liban;158104;1281;112333;0.81;71.05;28.14;;
20/12/2020;Sainte-Lucie;287;5;258;1.74;89.90;8.36;;
20/12/2020;Liechtenstein;1758;25;1424;1.42;81.00;17.58;;
20/12/2020;Sri Lanka;37261;176;28267;0.47;75.86;23.67;;
20/12/2020;Libéria;1779;83;1406;4.67;79.03;16.30;;
20/12/2020;Lesotho;2546;48;1445;1.89;56.76;41.36;;
20/12/2020;Lituanie;112359;1019;50721;0.91;45.14;53.95;;
20/12/2020;Luxembourg;43728;434;35237;0.99;80.58;18.43;;
20/12/2020;Lettonie;30940;439;21051;1.42;68.04;30.54;;
20/12/2020;Libye;94560;1353;64810;1.43;68.54;30.03;;
20/12/2020;Maroc;417125;6957;378154;1.67;90.66;7.67;;
20/12/2020;Monaco;728;3;621;0.41;85.30;14.29;;
20/12/2020;Moldavie;135207;2752;118635;2.04;87.74;10.22;;
20/12/2020;Montenegro;43955;626;34082;1.42;77.54;21.04;;
20/12/2020;Saint Martin;918;12;780;1.31;84.97;13.73;;
20/12/2020;Îles Marshall;4;0;4;0.00;100.00;0.00;;
20/12/2020;Madagascar;17633;260;17147;1.47;97.24;1.28;;
20/12/2020;Macédoine;78305;2292;54034;2.93;69.00;28.07;;
20/12/2020;Mali;6191;222;3839;3.59;62.01;34.40;;
20/12/2020;Birmanie;116134;2443;95387;2.10;82.14;15.76;;
20/12/2020;Mongolie;993;0;509;0.00;51.26;48.74;;
20/12/2020;Macao;46;0;46;0.00;100.00;0.00;;
20/12/2020;Martinique;5634;42;98;0.75;1.74;97.52;;
20/12/2020;Mauritanie;12418;281;8909;2.26;71.74;25.99;;
20/12/2020;Malte;11714;190;9978;1.62;85.18;13.20;;
20/12/2020;Maurice;524;10;489;1.91;93.32;4.77;;
20/12/2020;Maldives;13493;48;12895;0.36;95.57;4.08;;
20/12/2020;Malawi;6161;187;5663;3.04;91.92;5.05;;
20/12/2020;Mexique;1320545;118202;978002;8.95;74.06;16.99;;
20/12/2020;Malaisie;93309;437;77309;0.47;82.85;16.68;;
20/12/2020;Mozambique;17568;148;15454;0.84;87.97;11.19;;
20/12/2020;Namibie;18714;177;15967;0.95;85.32;13.73;;
20/12/2020;Nouvelle-Calédonie;37;0;35;0.00;94.59;5.41;;
20/12/2020;Niger;2659;87;1418;3.27;53.33;43.40;;
20/12/2020;Nigéria;78434;1221;68303;1.56;87.08;11.36;;
20/12/2020;Nicaragua;5938;163;4225;2.75;71.15;26.10;;
20/12/2020;Pays-Bas;700322;10578;8589;1.51;1.23;97.26;;
20/12/2020;Népal;253772;1788;243664;0.70;96.02;3.28;;
20/12/2020;Norvège;43905;404;17998;0.92;40.99;58.09;;
20/12/2020;Nouvelle-Zélande;2121;25;2037;1.18;96.04;2.78;;
20/12/2020;Oman;127667;1488;119574;1.17;93.66;5.17;;
20/12/2020;Panama;212339;3566;173508;1.68;81.71;16.61;;
20/12/2020;Pérou;995899;37034;930410;3.72;93.42;2.86;;
20/12/2020;Polynésie Française;16182;103;4842;0.64;29.92;69.44;;
20/12/2020;Papouasie-Nouvelle-Guinée;760;8;601;1.05;79.08;19.87;;
20/12/2020;Philippines;459789;8947;429134;1.95;93.33;4.72;;
20/12/2020;Pakistan;458968;9392;409085;2.05;89.13;8.82;;
20/12/2020;Pologne;1202700;25397;938269;2.11;78.01;19.87;;
20/12/2020;Palestine;122643;1141;97979;0.93;79.89;19.18;;
20/12/2020;Portugal;374121;6134;297233;1.64;79.45;18.91;;
20/12/2020;Paraguay;99789;2088;71807;2.09;71.96;25.95;;
20/12/2020;Qatar;142001;243;139724;0.17;98.40;1.43;;
20/12/2020;Réunion;8704;42;8219;0.48;94.43;5.09;;
20/12/2020;Roumanie;591294;14394;498777;2.43;84.35;13.21;;
20/12/2020;Serbie;300062;2686;0;0.90;0.00;99.10;;
20/12/2020;Russie;2821125;50242;2253826;1.78;79.89;18.33;;
20/12/2020;Rwanda;7293;63;6091;0.86;83.52;15.62;;
20/12/2020;Arabie Saoudite;361010;6122;351878;1.70;97.47;0.83;;
20/12/2020;Îles Salomon;17;0;5;0.00;29.41;70.59;;
20/12/2020;Seychelles;202;0;184;0.00;91.09;8.91;;
20/12/2020;Soudan;22823;1434;13171;6.28;57.71;36.01;;
20/12/2020;Suède;367120;7993;0;2.18;0.00;97.82;;
20/12/2020;Singapour;58422;29;58279;0.05;99.76;0.20;;
20/12/2020;Slovénie;105899;2353;83536;2.22;78.88;18.90;;
20/12/2020;Slovaquie;151336;1555;107828;1.03;71.25;27.72;;
20/12/2020;Saint-Marin;2107;55;1736;2.61;82.39;15.00;;
20/12/2020;Sierra Leone;2509;75;1856;2.99;73.97;23.04;;
20/12/2020;Sénégal;17758;365;16522;2.06;93.04;4.90;;
20/12/2020;Somalie;4662;124;3566;2.66;76.49;20.85;;
20/12/2020;Suriname;5552;118;5291;2.13;95.30;2.58;;
20/12/2020;Soudan du sud;3228;62;3090;1.92;95.72;2.35;;
20/12/2020;Sao Tomé-et-Principe;1012;17;958;1.68;94.66;3.66;;
20/12/2020;El Salvador;43477;1250;39142;2.88;90.03;7.10;;
20/12/2020;Syrie;10195;610;4786;5.98;46.94;47.07;;
20/12/2020;Eswatini;7427;140;6696;1.89;90.16;7.96;;
20/12/2020;Tchad;1890;102;1632;5.40;86.35;8.25;;
20/12/2020;Togo;3416;66;3017;1.93;88.32;9.75;;
20/12/2020;Thaïlande;4907;60;4053;1.22;82.60;16.18;;
20/12/2020;Tadjikistan;12960;89;12413;0.69;95.78;3.53;;
20/12/2020;Timor-Leste;31;0;31;0.00;100.00;0.00;;
20/12/2020;Tunisie;120687;4158;87884;3.45;72.82;23.73;;
20/12/2020;Turquie;2024601;18097;1800286;0.89;88.92;10.19;;
20/12/2020;Trinité-et-Tobago;7000;123;6457;1.76;92.24;6.00;;
20/12/2020;Taïwan;766;7;627;0.91;81.85;17.23;;
20/12/2020;Tanzanie;509;21;183;4.13;35.95;59.92;;
20/12/2020;Ukraine;991700;17201;602993;1.73;60.80;37.46;;
20/12/2020;Ouganda;31187;231;10469;0.74;33.57;65.69;;
20/12/2020;États-Unis;17844690;317668;0;1.78;0.00;98.22;;
20/12/2020;Uruguay;13048;119;8327;0.91;63.82;35.27;;
20/12/2020;Ouzbékistan;75933;612;73242;0.81;96.46;2.74;;
20/12/2020;Vatican;27;0;15;0.00;55.56;44.44;;
20/12/2020;St-Vincent / Grenadines;104;0;85;0.00;81.73;18.27;;
20/12/2020;Venezuela;110075;988;104462;0.90;94.90;4.20;;
20/12/2020;Vanuatu;1;0;1;0.00;100.00;0.00;;
20/12/2020;Viet Nam;1413;35;1269;2.48;89.81;7.71;;
20/12/2020;Samoa;2;0;2;0.00;100.00;0.00;;
20/12/2020;Kosovo;48905;1256;36570;2.57;74.78;22.65;;
20/12/2020;Yémen;2087;606;1384;29.04;66.32;4.65;;
20/12/2020;Mayotte;5708;53;2964;0.93;51.93;47.14;;
20/12/2020;Afrique du Sud;921922;24691;793914;2.68;86.12;11.21;;
20/12/2020;Zambie;18716;373;17762;1.99;94.90;3.10;;
20/12/2020;Zimbabwe;12325;320;10024;2.60;81.33;16.07;;
20/12/2020;Autres;721;15;706;2.08;97.92;0.00;;
19/12/2020;Autres;721;15;706;2.08;97.92;0.00;;
19/12/2020;Zimbabwe;12151;318;9984;2.62;82.17;15.22;;
19/12/2020;Zambie;18620;373;17756;2.00;95.36;2.64;;
19/12/2020;Afrique du Sud;912477;24539;787782;2.69;86.33;10.98;;
19/12/2020;Mayotte;5708;53;2964;0.93;51.93;47.14;;
19/12/2020;Yémen;2087;606;1384;29.04;66.32;4.65;;
19/12/2020;Kosovo;48682;1248;36228;2.56;74.42;23.02;;
19/12/2020;Samoa;2;0;2;0.00;100.00;0.00;;
19/12/2020;Viet Nam;1411;35;1269;2.48;89.94;7.58;;
19/12/2020;Vanuatu;1;0;1;0.00;100.00;0.00;;
19/12/2020;Venezuela;109781;984;104208;0.90;94.92;4.18;;
19/12/2020;St-Vincent / Grenadines;100;0;82;0.00;82.00;18.00;;
19/12/2020;Vatican;27;0;15;0.00;55.56;44.44;;
19/12/2020;Ouzbékistan;75806;612;73099;0.81;96.43;2.76;;
19/12/2020;Uruguay;12557;114;8002;0.91;63.73;35.37;;
19/12/2020;États-Unis;17655591;316159;0;1.79;0.00;98.21;;
19/12/2020;Ouganda;30702;230;10360;0.75;33.74;65.51;;
19/12/2020;Ukraine;982937;17072;596218;1.74;60.66;37.61;;
19/12/2020;Tanzanie;509;21;183;4.13;35.95;59.92;;
19/12/2020;Taïwan;763;7;625;0.92;81.91;17.17;;
19/12/2020;Trinité-et-Tobago;6974;123;6426;1.76;92.14;6.09;;
19/12/2020;Turquie;2004285;17851;1779068;0.89;88.76;10.35;;
19/12/2020;Tunisie;119151;4126;87884;3.46;73.76;22.78;;
19/12/2020;Timor-Leste;31;0;35;0.00;112.90;-12.90;;
19/12/2020;Tadjikistan;12923;89;12374;0.69;95.75;3.56;;
19/12/2020;Thaïlande;4907;60;4041;1.22;82.35;16.43;;
19/12/2020;Togo;3396;66;2974;1.94;87.57;10.48;;
19/12/2020;Tchad;1867;102;1632;5.46;87.41;7.12;;
19/12/2020;Eswatini;7305;137;6662;1.88;91.20;6.93;;
19/12/2020;Syrie;10050;601;4737;5.98;47.13;46.89;;
19/12/2020;El Salvador;43195;1242;39016;2.88;90.33;6.80;;
19/12/2020;Sao Tomé-et-Principe;1012;17;958;1.68;94.66;3.66;;
19/12/2020;Soudan du sud;3228;62;3090;1.92;95.72;2.35;;
19/12/2020;Suriname;5511;118;5263;2.14;95.50;2.36;;
19/12/2020;Somalie;4662;124;3566;2.66;76.49;20.85;;
19/12/2020;Sénégal;17670;361;16493;2.04;93.34;4.62;;
19/12/2020;Sierra Leone;2497;75;1854;3.00;74.25;22.75;;
19/12/2020;Saint-Marin;2107;55;1736;2.61;82.39;15.00;;
19/12/2020;Slovaquie;149275;1510;106361;1.01;71.25;27.74;;
19/12/2020;Slovénie;105013;2314;82541;2.20;78.60;19.20;;
19/12/2020;Singapour;58403;29;58274;0.05;99.78;0.17;;
19/12/2020;Suède;367120;7993;0;2.18;0.00;97.82;;
19/12/2020;Soudan;22621;1425;13024;6.30;57.57;36.13;;
19/12/2020;Seychelles;202;0;184;0.00;91.09;8.91;;
19/12/2020;Îles Salomon;17;0;5;0.00;29.41;70.59;;
19/12/2020;Arabie Saoudite;360848;6112;351722;1.69;97.47;0.84;;
19/12/2020;Rwanda;7232;59;6089;0.82;84.20;14.99;;
19/12/2020;Russie;2792615;49744;2233060;1.78;79.96;18.26;;
19/12/2020;Serbie;296528;2632;0;0.89;0.00;99.11;;
19/12/2020;Roumanie;587944;14296;493379;2.43;83.92;13.65;;
19/12/2020;Réunion;8704;42;8219;0.48;94.43;5.09;;
19/12/2020;Qatar;141858;243;139521;0.17;98.35;1.48;;
19/12/2020;Paraguay;99157;2072;70943;2.09;71.55;26.36;;
19/12/2020;Portugal;370787;6063;294814;1.64;79.51;18.85;;
19/12/2020;Palestine;121216;1117;96461;0.92;79.58;19.50;;
19/12/2020;Pologne;1194110;25254;927723;2.11;77.69;20.19;;
19/12/2020;Pakistan;457288;9330;407405;2.04;89.09;8.87;;
19/12/2020;Philippines;458044;8911;421086;1.95;91.93;6.12;;
19/12/2020;Papouasie-Nouvelle-Guinée;760;8;601;1.05;79.08;19.87;;
19/12/2020;Polynésie Française;16182;103;4842;0.64;29.92;69.44;;
19/12/2020;Pérou;989457;36858;930410;3.73;94.03;2.24;;
19/12/2020;Panama;209584;3527;171745;1.68;81.95;16.37;;
19/12/2020;Oman;127019;1483;119009;1.17;93.69;5.14;;
19/12/2020;Nouvelle-Zélande;2116;25;2036;1.18;96.22;2.60;;
19/12/2020;Norvège;43582;404;17998;0.93;41.30;57.78;;
19/12/2020;Népal;253184;1777;242567;0.70;95.81;3.49;;
19/12/2020;Pays-Bas;687250;10546;8517;1.53;1.24;97.23;;
19/12/2020;Nicaragua;5938;163;4225;2.75;71.15;26.10;;
19/12/2020;Nigéria;77933;1218;67784;1.56;86.98;11.46;;
19/12/2020;Niger;2612;86;1406;3.29;53.83;42.88;;
19/12/2020;Nouvelle-Calédonie;37;0;35;0.00;94.59;5.41;;
19/12/2020;Namibie;18437;171;15849;0.93;85.96;13.11;;
19/12/2020;Mozambique;17477;147;15451;0.84;88.41;10.75;;
19/12/2020;Malaisie;91969;433;76242;0.47;82.90;16.63;;
19/12/2020;Mexique;1313675;117876;971115;8.97;73.92;17.10;;
19/12/2020;Malawi;6153;187;5662;3.04;92.02;4.94;;
19/12/2020;Maldives;13474;48;12878;0.36;95.58;4.07;;
19/12/2020;Maurice;524;10;489;1.91;93.32;4.77;;
19/12/2020;Malte;11621;187;9881;1.61;85.03;13.36;;
19/12/2020;Mauritanie;12278;273;8545;2.22;69.60;28.18;;
19/12/2020;Martinique;5601;42;98;0.75;1.75;97.50;;
19/12/2020;Macao;46;0;46;0.00;100.00;0.00;;
19/12/2020;Mongolie;961;0;509;0.00;52.97;47.03;;
19/12/2020;Birmanie;115187;2424;94118;2.10;81.71;16.19;;
19/12/2020;Mali;6164;220;3794;3.57;61.55;34.88;;
19/12/2020;Macédoine;77949;2274;53345;2.92;68.44;28.65;;
19/12/2020;Madagascar;17587;259;16992;1.47;96.62;1.91;;
19/12/2020;Îles Marshall;4;0;4;0.00;100.00;0.00;;
19/12/2020;Saint Martin;918;12;780;1.31;84.97;13.73;;
19/12/2020;Montenegro;43709;624;33788;1.43;77.30;21.27;;
19/12/2020;Moldavie;134578;2727;117002;2.03;86.94;11.03;;
19/12/2020;Monaco;723;3;616;0.41;85.20;14.38;;
